fs_code,ann_date,report_date,total_assets,total_liab,total_equity,current_assets,current_liab
601390.SH,20251031,20250930,2399670886000.000000,1868812991000.000000,0,1311604580000.000000,1368192289000.000000
601390.SH,20250830,20250630,2376651387000.000000,1855814235000.000000,0,1319517533000.000000,1372819808000.000000
601390.SH,20250430,20250331,2272225394000.000000,1756467395000.000000,0,1238251508000.000000,1291873077000.000000
601390.SH,20251031,20241231,2256413630000.000000,1746273748000.000000,0,1264092495000.000000,1276197151000.000000
601390.SH,20241031,20240930,2128258300000.000000,1638695405000.000000,0,1198530223000.000000,1226122848000.000000
601390.SH,20240831,20240630,2004571635000.000000,1533146538000.000000,0,1134793021000.000000,1142801271000.000000
601390.SH,20240430,20240331,1857390090000.000000,1386444984000.000000,0,1014447061000.000000,1022876742000.000000
601390.SH,20250329,20231231,1829439189000.000000,1369537197000.000000,0,1005694626000.000000,1010641883000.000000
601390.SH,20231031,20230930,1739147898000.000000,1290488426000.000000,0,946403783000.000000,944019437000.000000
601390.SH,20230831,20230630,1702876171000.000000,1271949969000.000000,0,938556884000.000000,928990717000.000000
601390.SH,20230429,20230331,1656062603000.000000,1220710282000.000000,0,917317124000.000000,886054926000.000000
601390.SH,20240329,20221231,1613282322000.000000,1190264405000.000000,0,898565843000.000000,873372788000.000000
601390.SH,20221029,20220930,1570716038000.000000,1159767795000.000000,0,899555622000.000000,855848464000.000000
601390.SH,20220831,20220630,1532715631000.000000,1135539084000.000000,0,904709768000.000000,854337647000.000000
601390.SH,20220430,20220331,1410512780000.000000,1038938435000.000000,0,826266774000.000000,795246024000.000000
601390.SH,20230331,20211231,1361726183000.000000,1003383600000.000000,0,800787896000.000000,787860302000.000000
601390.SH,20211030,20210930,1350991993000.000000,1004745201000.000000,0,823713636000.000000,789812622000.000000
601390.SH,20210831,20210630,1297234779000.000000,963887695000.000000,0,802230816000.000000,778336827000.000000
601390.SH,20210430,20210331,1264599965000.000000,936098308000.000000,0,777015839000.000000,739818121000.000000
601390.SH,20220331,20201231,1200122108000.000000,886927853000.000000,0,741786936000.000000,705144351000.000000
601390.SH,20201031,20200930,1208429947000.000000,924933594000.000000,0,788023215000.000000,758854948000.000000
601390.SH,20200829,20200630,1142444310000.000000,875783807000.000000,0,749900631000.000000,731859368000.000000
601390.SH,20200430,20200331,1094718398000.000000,836339491000.000000,0,728308820000.000000,689554612000.000000
601390.SH,20210331,20191231,1056185927000.000000,810710931000.000000,0,709530481000.000000,676034192000.000000
601390.SH,20191031,20190930,1029148420000.000000,795317515000.000000,0,698466278000.000000,657474065000.000000
601390.SH,20190831,20190630,1012232162000.000000,782386880000.000000,0,690972035000.000000,651540607000.000000
601390.SH,20190430,20190331,970130655000.000000,742595826000.000000,0,658861521000.000000,637101957000.000000
601390.SH,20200331,20181231,942676101000.000000,720532073000.000000,0,651681635000.000000,622460611000.000000
601390.SH,20181031,20180930,913764213000.000000,718684141000.000000,0,669746858000.000000,612249751000.000000
601390.SH,20180831,20180630,881703318000.000000,692674644000.000000,0,654938736000.000000,591033019000.000000
601390.SH,20180428,20180331,834260470000.000000,659264536000.000000,0,600151712000.000000,560342036000.000000
601390.SH,20190330,20171231,844083529000.000000,674363914000.000000,0,641429863000.000000,579303362000.000000
601390.SH,20171028,20170930,785688657000.000000,622119517000.000000,0,613025568000.000000,524837177000.000000
601390.SH,20170831,20170630,767189542000.000000,606480120000.000000,0,600798405000.000000,511124713000.000000
601390.SH,20170429,20170331,757814480000.000000,601105432000.000000,0,595037581000.000000,502173659000.000000
601390.SH,20180330,20161231,754509273000.000000,605350071000.000000,0,594908493000.000000,506603658000.000000
601390.SH,20161029,20160930,735583727000.000000,589274173000.000000,0,578947279000.000000,481763210000.000000
601390.SH,20160831,20160630,726347081000.000000,584164836000.000000,0,571165847000.000000,480628464000.000000
601390.SH,20160430,20160331,717797505000.000000,575210289000.000000,0,568019331000.000000,469705005000.000000
601390.SH,20170331,20151231,713667705000.000000,574266577000.000000,0,565409685000.000000,470447257000.000000
601390.SH,20151031,20150930,724862761000.000000,589401465000.000000,0,584684528000.000000,483588803000.000000
601390.SH,20150831,20150630,700029487000.000000,578942269000.000000,0,560158537000.000000,474174998000.000000
601390.SH,20150430,20150331,676344155000.000000,561296651000.000000,0,539386668000.000000,455843347000.000000
601390.SH,20160331,20141231,683047239000.000000,573983424000.000000,0,545302542000.000000,471140042000.000000
601390.SH,20141031,20140930,672219179000.000000,565902232000.000000,0,541651649000.000000,453996979000.000000
601390.SH,20140830,20140630,661428432000.000000,561819973000.000000,0,533518528000.000000,448912695000.000000
601390.SH,20140430,20140331,637245383000.000000,537788215000.000000,0,510355278000.000000,423964988000.000000
601390.SH,20150331,20131231,628200530000.000000,531400537000.000000,0,502888854000.000000,420242883000.000000
601390.SH,20131031,20130930,626557041000.000000,531596589000.000000,0,502989422000.000000,408126913000.000000
601390.SH,20130831,20130630,605684964000.000000,515180877000.000000,0,484188433000.000000,403976671000.000000
601390.SH,20130427,20130331,561947363000.000000,471848018000.000000,0,443372209000.000000,372117627000.000000
601390.SH,20140329,20121231,550832927000.000000,462673124000.000000,0,434663941000.000000,366120047000.000000
601390.SH,20121031,20120930,519865380000.000000,434931762000.000000,0,407473304000.000000,336509258000.000000
601390.SH,20120831,20120630,501519201000.000000,418678576000.000000,0,390858269000.000000,323919802000.000000
601390.SH,20120428,20120331,473834808000.000000,391610207000.000000,0,364221539000.000000,300382876000.000000
601390.SH,20130329,20111231,468732097000.000000,387381965000.000000,0,359902166000.000000,305571042000.000000
601390.SH,20111031,20110930,441904995000.000000,365447713000.000000,0,345941482000.000000,297439541000.000000
601390.SH,20110831,20110630,433204505000.000000,358193077000.000000,0,338737355000.000000,295342778000.000000
601390.SH,20110430,20110331,409830117000.000000,334168720000.000000,0,317396198000.000000,273615423000.000000
601390.SH,20120331,20101231,391769801000.000000,317481221000.000000,0,298549972000.000000,264981105000.000000
601390.SH,20101030,20100930,342650570000.000000,271292792000.000000,0,260493163000.000000,227606678000.000000
601390.SH,20100831,20100630,334974459000.000000,266313744000.000000,0,255210472000.000000,223158454000.000000
601390.SH,20100427,20100331,324180170000.000000,255756253000.000000,0,249232087000.000000,211178421000.000000
601390.SH,20110331,20091231,312572996000.000000,245817454000.000000,0,237850046000.000000,210499954000.000000
601390.SH,20091030,20090930,297186098000.000000,230378984000.000000,0,226781194000.000000,194824942000.000000
601390.SH,20090828,20090630,281995658000.000000,217484412000.000000,0,216590546000.000000,188143712000.000000
601390.SH,20090429,20090331,267222748000.000000,204237511000.000000,0,204709123000.000000,177219871000.000000
601390.SH,20100427,20081231,252095731000.000000,191000866000.000000,0,192297272000.000000,165550161000.000000
601390.SH,20081031,20080930,248659024000.000000,188205999000.000000,0,198362455000.000000,161833210000.000000
601390.SH,20080830,20080630,234125632000.000000,173307402000.000000,0,187700398000.000000,150038253000.000000
601390.SH,20080430,20080331,218568776999.320000,158729601856.110020,0,175123954110.190000,136482232294.440000
601390.SH,20090429,20071231,216514577000.000000,156591044000.000000,0,172134778000.000000,136519586000.000000
601390.SH,20071107,20070630,152941702000.000000,142086738000.000000,0,122738093000.000000,125121338000.000000
601390.SH,20080425,20061231,143427794000.000000,133572952000.000000,0,117760397000.000000,118682479000.000000
601390.SH,20071107,20051231,103741092000.000000,95323438000.000000,0,81290394000.000000,81516298000.000000
601390.SH,20071107,20041231,85194162000.000000,77981333000.000000,0,64558474000.000000,63590019000.000000
