fs_code,ann_date,report_date,total_assets,total_liab,total_equity,current_assets,current_liab
000768.SZ,20251030,20250930,74111646496.640000,52307114785.890000,0,58424367987.090000,55142257058.110000
000768.SZ,20250826,20250630,73229609323.470000,51755236239.900000,0,57039611634.220000,53071113678.000000
000768.SZ,20250430,20250331,74628220163.240000,53228679994.770000,0,58232853855.380000,54314955822.490000
000768.SZ,20251030,20241231,73810707203.020000,52786498073.610000,0,57315396774.510000,54564493567.690000
000768.SZ,20241031,20240930,76206736999.530000,55927931328.790000,0,60719538915.500000,57942464715.600000
000768.SZ,20240827,20240630,73514735455.880000,53546804230.790000,0,58108471652.130000,55387370451.110000
000768.SZ,20240430,20240331,77861813553.750000,58012278102.160000,0,62474822841.210000,59761731683.460000
000768.SZ,20250401,20231231,80920781039.430000,61375979528.670000,0,65671185679.790000,62888220464.590000
000768.SZ,20231031,20230930,80864509266.910000,64138198915.050000,0,66285267026.690000,63108247961.200000
000768.SZ,20230829,20230630,81972828466.570000,65508961737.100000,0,67349085265.680000,63610069420.570000
000768.SZ,20230429,20230331,85604750953.980000,69207105943.390000,0,70894333157.810000,67269570250.540000
000768.SZ,20240402,20221231,82185557817.880000,66050916226.230000,0,67307785217.210000,64066696591.920000
000768.SZ,20221029,20220930,90641247002.760000,74420525094.750000,0,76075981834.850000,71512837547.250000
000768.SZ,20220830,20220630,95184725356.180000,79167857875.530000,0,80513917090.620000,76303552368.640000
000768.SZ,20220429,20220331,77468114907.710000,61554318498.390000,0,62640868558.060000,58625152950.580000
000768.SZ,20230418,20211231,71989049045.100000,56247376573.190000,0,56945701148.010000,53253882640.950000
000768.SZ,20211029,20210930,67607547930.260000,51895718658.540000,0,52788638018.110000,47843926294.100000
000768.SZ,20210824,20210630,60058389551.420000,44624670618.530000,0,45151374063.540000,40113071487.240000
000768.SZ,20210430,20210331,61143687665.670000,45684506786.610000,0,46059968322.510000,40734761092.600000
000768.SZ,20220329,20201231,58460327427.780000,43154475117.840000,0,43050252971.740000,38127329786.250000
000768.SZ,20201030,20200930,53559059063.770000,36764554594.030000,0,45566577394.550000,36249347020.270000
000768.SZ,20200825,20200630,48942366087.820000,32370022986.730000,0,40835806504.780000,31835857254.130000
000768.SZ,20200430,20200331,47736337935.810000,31044971329.420000,0,39561452281.420000,29301095968.630000
000768.SZ,20210330,20191231,63168358017.560000,45677450838.710000,0,45842382020.000000,39171024651.480000
000768.SZ,20191029,20190930,50627209768.690000,34243874735.120000,0,42447981799.780000,32584623041.060000
000768.SZ,20190827,20190630,48368610013.930000,32141966250.080000,0,40383829298.830000,30469047980.450000
000768.SZ,20190427,20190331,46240810036.890000,29933970718.990000,0,38593108837.760000,29484841968.110000
000768.SZ,20200331,20181231,47897482028.640000,28584411311.450000,0,39239979521.820000,27924962023.930000
000768.SZ,20181030,20180930,48549641543.510000,31022448723.380000,0,40513667749.540000,30345061717.140000
000768.SZ,20180828,20180630,45376688616.220000,27918885242.920000,0,37486971440.580000,27234556412.810000
000768.SZ,20180427,20180331,43516039384.000000,25891332232.120000,0,35585089884.010000,25309756373.160000
000768.SZ,20190319,20171231,40738764248.430000,23090346862.560000,0,32804959086.900000,22457163733.980000
000768.SZ,20171028,20170930,45872446072.850000,28134760303.760000,0,37683560950.150000,26959375815.350000
000768.SZ,20170822,20170630,41202942138.380000,23544436114.330000,0,33180344795.530000,22448098806.730000
000768.SZ,20170425,20170331,42493554736.360000,24889552090.520000,0,34486363706.250000,23521477375.110000
000768.SZ,20180313,20161231,39216834996.940000,21513785805.650000,0,31141584971.730000,20272697587.130000
000768.SZ,20161025,20160930,39808575678.280000,22425134738.870000,0,32580993555.860000,21052870619.470000
000768.SZ,20160823,20160630,37799893440.000000,20936962828.150000,0,30606835013.970000,19537725749.920000
000768.SZ,20160426,20160331,37078943236.480000,20234840414.250000,0,29880429876.840000,18820813446.260000
000768.SZ,20170314,20151231,37464055389.170000,20522220385.510000,0,30220980417.930000,18833648879.450000
000768.SZ,20151027,20150930,38638092143.690000,22397554982.830000,0,31658316031.170000,20612259103.920000
000768.SZ,20150825,20150630,36612922078.140000,23325403931.630000,0,29561681760.000000,21724230195.870000
000768.SZ,20150428,20150331,35059338610.860000,22342712139.770000,0,28378020399.000000,20930010928.770000
000768.SZ,20160329,20141231,34046919009.870000,21129298313.820000,0,27379314195.530000,19985239333.620000
000768.SZ,20141028,20140930,34657914559.840000,22319080038.810000,0,28298972478.030000,21132739907.440000
000768.SZ,20140819,20140630,32657614982.500000,20443330828.370000,0,26379878587.270000,19256086321.230000
000768.SZ,20140428,20140331,32059523032.090000,19866487944.570000,0,25928319637.320000,18702121744.160000
000768.SZ,20150331,20131231,32110890616.610000,19776953320.690000,0,26029226051.040000,18571206900.660000
000768.SZ,20131025,20130930,33117080862.050000,21110201330.510000,0,27490489614.220000,20030297823.790000
000768.SZ,20130822,20130630,31640978685.560000,19619897986.130000,0,26044290868.660000,18547568502.230000
000768.SZ,20130423,20130331,29201620513.360000,17057927533.120000,0,23632202198.180000,15960193394.410000
000768.SZ,20140401,20121231,29355159852.710000,17155757475.440000,0,23810689883.110000,16074820123.640000
000768.SZ,20121030,20120930,22080986441.920000,11956314643.160000,0,18623530063.780000,11274802461.790000
000768.SZ,20120817,20120630,21522833332.760000,11375913604.920000,0,18197646468.440000,10560819787.440000
000768.SZ,20120427,20120331,21344131591.150000,11246896488.370000,0,18071741141.820000,10389302670.890000
000768.SZ,20130423,20111231,28497172766.500000,16114511036.900000,0,23172575646.610000,14827302767.810000
000768.SZ,20111026,20110930,20193349415.050000,10186518752.100000,0,17108734328.880000,9613387813.570000
000768.SZ,20110810,20110630,19990802573.510000,10006952709.660000,0,17006262357.770000,9463385771.130000
000768.SZ,20110429,20110331,19938466933.490000,9995389346.340000,0,17055504302.880000,9448125111.040000
000768.SZ,20120320,20101231,20198523471.680000,10227385542.870000,0,17408473144.560000,9700121307.570000
000768.SZ,20101026,20100930,18285180386.450000,8519438494.270000,0,15915253578.820000,8002438494.270000
000768.SZ,20100729,20100630,17324335377.410000,7608163358.460000,0,15103236547.870000,7561163358.460000
000768.SZ,20100423,20100331,17218406189.630000,7456396443.580000,0,15004827638.600000,7409396443.580000
000768.SZ,20110308,20091231,17024837041.180000,7258178637.850000,0,14808116335.030000,7211178637.850000
000768.SZ,20091024,20090930,15158824791.350000,5716382836.670000,0,13051124012.340000,5648515999.360000
000768.SZ,20090725,20090630,14287656527.900000,4918259481.910000,0,12283002935.360000,4868996960.790000
000768.SZ,20090424,20090331,14147172492.540000,4742875267.000000,0,12188875779.930000,4694720233.860000
000768.SZ,20100331,20081231,13942740202.220000,4491759606.430000,0,11975647980.350000,4491564004.650000
000768.SZ,20081023,20080930,15466094670.150000,6447152515.080000,0,13544798289.710000,6447152515.080000
000768.SZ,20080806,20080630,14383846484.120000,5635349400.270000,0,12627269974.520000,5635349400.270000
000768.SZ,20080424,20080331,14294130961.830000,5514286953.000000,0,12512703339.190000,5414286953.000000
000768.SZ,20090303,20071231,3588314086.820000,1330927254.030000,0,2352283835.300000,1330927254.030000
000768.SZ,20071030,20070930,3525762599.310000,1395862500.280000,0,2223216931.470000,1395862500.280000
000768.SZ,20070724,20070630,3272998032.360000,1158710266.200000,0,2054505449.000000,1158710266.200000
000768.SZ,20070424,20070331,3312128322.580000,1137207283.560000,0,2067682518.760000,1137207283.560000
000768.SZ,20080401,20061231,3222951255.840000,1091083417.220000,0,1994113696.500000,1091083417.220000
000768.SZ,20061025,20060930,3432955113.160000,1319357840.080000,0,2240161205.850000,1319357840.080000
000768.SZ,20060720,20060630,3254714127.830000,1161925743.340000,0,2059037694.140000,1161925743.340000
000768.SZ,20060425,20060331,3029227057.220000,956028862.360000,0,1832013266.240000,956028862.360000
000768.SZ,20070330,20051231,2728206287.250000,671809001.600000,0,1532590449.530000,671809001.600000
000768.SZ,20051024,20050930,2768826017.090000,729592311.080000,0,1580528117.280000,729592311.080000
000768.SZ,20050730,20050630,2703200546.250000,656752335.580000,0,1515078720.000000,656752335.580000
000768.SZ,20050422,20050331,2644512956.280000,610767457.910000,0,1482994501.840000,610767457.910000
000768.SZ,20060218,20041231,2634831046.440000,613081679.310000,0,1490400315.910000,613081679.310000
000768.SZ,20041019,20040930,2556847065.450000,528944773.130000,0,1437994211.900000,528944773.130000
000768.SZ,20040730,20040630,2562817312.540000,533877172.250000,0,1455688168.070000,533877172.250000
000768.SZ,20040422,20040331,2583241585.750000,563799079.580000,0,1492869767.180000,563799079.580000
000768.SZ,20050316,20031231,2347049813.890000,344341001.980000,0,1317705778.030000,344341001.980000
000768.SZ,20031024,20030930,2326077509.920000,316573592.530000,0,1328738205.410000,316573592.530000
000768.SZ,20030814,20030630,2340996438.980000,338215039.870000,0,1374397534.440000,338215039.870000
000768.SZ,20030421,20030331,2390533633.830000,398175142.180000,0,1449477107.850000,398175142.180000
000768.SZ,20040318,20021231,2357995077.770000,332749153.250000,0,1414829821.480000,332749153.250000
000768.SZ,20021025,20020930,2402215592.400000,386415226.680000,0,1460910132.060000,386415226.680000
000768.SZ,20020809,20020630,2486498820.130000,480592073.150000,0,1539281420.040000,480592073.150000
000768.SZ,20020425,20020331,2502081928.330000,508852258.050000,0,1598828545.770000,508852258.050000
000768.SZ,20020308,20011231,2591473827.020000,609611912.720000,0,1684722369.340000,609611912.720000
000768.SZ,20010804,20010630,2634618733.510000,633421160.570000,0,1739019043.960000,633421160.570000
000768.SZ,20010224,20001231,2696261513.880000,706598533.940000,0,1926467266.320000,706598533.940000
000768.SZ,20000808,20000630,1942888645.940000,651070127.860000,0,1177164713.400000,651070127.860000
000768.SZ,20000314,19991231,1838038447.250000,582389959.260000,0,1061118678.120000,567389959.260000
