fs_code,ann_date,report_date,operate_cashflow,invest_cashflow,finance_cashflow
002217.SZ,20251021,20250930,-348386399.070000,-503676118.350000,955345889.820000
002217.SZ,20250816,20250630,-291074325.120000,-536753292.400000,943524346.740000
002217.SZ,20250430,20250331,-194951713.150000,-15286808.870000,781761297.230000
002217.SZ,20250429,20241231,-57790245.750000,-268649815.980000,230676174.750000
002217.SZ,20251021,20240930,-144161459.510000,43451517.410000,37200795.520000
002217.SZ,20250816,20240630,-89151410.220000,50245548.870000,-27877432.780000
002217.SZ,20250430,20240331,-1774131.140000,-15595310.370000,-82085577.740000
002217.SZ,20250429,20231231,263877306.240000,-259362981.080000,-732061419.390000
002217.SZ,20241031,20230930,-78024862.700000,-175077427.040000,-347921952.540000
002217.SZ,20240831,20230630,108200792.600000,-129609258.910000,-496579107.130000
002217.SZ,20240430,20230331,209429630.140000,-74898830.810000,-486530767.880000
002217.SZ,20240430,20221231,538227192.650000,18937487.840000,-1440328561.980000
002217.SZ,20231031,20220930,-493512128.930000,-451706692.950000,413901631.990000
002217.SZ,20230831,20220630,-405295475.580000,162488746.840000,-355133295.610000
002217.SZ,20230429,20220331,-56932686.630000,-164945138.360000,-494070678.100000
002217.SZ,20230415,20211231,1383012668.900000,-863304844.700000,-314481341.010000
002217.SZ,20221029,20210930,281430066.260000,-231537765.250000,-652561294.900000
002217.SZ,20220830,20210630,135309832.090000,-245140799.860000,-411539810.630000
002217.SZ,20220430,20210331,76137770.490000,-147014697.810000,-593259420.130000
002217.SZ,20220415,20201231,-455037355.790000,-1001278633.980000,582606788.200000
002217.SZ,20211028,20200930,95991974.060000,-859389384.490000,-731258719.320000
002217.SZ,20210831,20200630,70410441.010000,-673412066.610000,-286357550.300000
002217.SZ,20210430,20200331,-464045046.670000,-486226007.150000,103105395.720000
002217.SZ,20210429,20191231,940283612.230000,-689949925.290000,940355535.460000
002217.SZ,20201028,20190930,87693222.610000,-311394505.590000,1286263812.230000
002217.SZ,20200821,20190630,11401651.800000,-303066085.770000,2149183.300000
002217.SZ,20200428,20190331,-193666340.010000,-255964341.720000,-143615889.030000
002217.SZ,20200421,20181231,-361377320.780000,-2280166301.510000,778623445.760000
002217.SZ,20191024,20180930,-877518347.990000,-1917797148.270000,1350164026.080000
002217.SZ,20190821,20180630,50463059.330000,-1773460929.680000,841526521.150000
002217.SZ,20190424,20180331,-285921205.590000,-900184865.970000,8640728.550000
002217.SZ,20190424,20171231,736540901.050000,-2733925015.680000,1170747896.040000
002217.SZ,20181023,20170930,-452721850.570000,-1776722608.900000,367360617.270000
002217.SZ,20180828,20170630,145144671.220000,-1380171084.090000,-603717056.310000
002217.SZ,20180428,20170331,-282140926.210000,-888105274.390000,-682440584.990000
002217.SZ,20180424,20161231,229888623.160000,-359572306.640000,3334010614.550000
002217.SZ,20171024,20160930,-211208284.980000,-292735905.750000,311529937.850000
002217.SZ,20170822,20160630,109990717.400000,-177452856.220000,-49445867.120000
002217.SZ,20170428,20160331,7262952.660000,-111849724.020000,55194807.950000
002217.SZ,20170425,20151231,200807406.930000,-967531264.700000,1389313905.360000
002217.SZ,20161027,20150930,242718982.190000,-109422620.120000,-43015662.170000
002217.SZ,20160823,20150630,106011759.560000,-205203657.530000,132764918.420000
002217.SZ,20160428,20150331,74674142.900000,-149094704.420000,74259921.840000
002217.SZ,20160426,20141231,-170784686.890000,-124410642.870000,349244217.390000
002217.SZ,20151027,20140930,-145529440.810000,-298740617.860000,564455773.830000
002217.SZ,20150826,20140630,-54558205.610000,79639102.190000,354854931.220000
002217.SZ,20150417,20140331,-69748550.990000,119917611.770000,61125248.540000
002217.SZ,20150331,20131231,18137989.820000,-130991110.300000,149249530.370000
002217.SZ,20141022,20130930,-11612307.410000,-135683975.650000,125515144.820000
002217.SZ,20140820,20130630,-27094344.850000,-81647828.220000,125806039.490000
002217.SZ,20140426,20130331,379608.870000,-48089627.590000,27393355.870000
002217.SZ,20140424,20121231,149008752.000000,-182030207.470000,49059809.470000
002217.SZ,20131023,20120930,128143825.900000,-144919589.550000,8416127.570000
002217.SZ,20130808,20120630,45406113.560000,-55687199.120000,1574229.730000
002217.SZ,20130412,20120331,19843747.360000,-58269511.940000,-2962621.680000
002217.SZ,20130320,20111231,132804788.920000,-236117582.000000,8365000.010000
002217.SZ,20121027,20110930,22572900.650000,-97148961.060000,-40999158.240000
002217.SZ,20120823,20110630,65026554.310000,-59183002.810000,-3441507.330000
002217.SZ,20120424,20110331,43177958.290000,-25098222.390000,-21922233.750000
002217.SZ,20120329,20101231,209513807.240000,-256124084.070000,-7553575.470000
002217.SZ,20111025,20100930,88482724.480000,-220937440.040000,21567046.750000
002217.SZ,20110818,20100630,35848584.990000,-168260664.020000,32272538.500000
002217.SZ,20110421,20100331,12726599.340000,-101797950.790000,48272900.250000
002217.SZ,20110412,20091231,120021409.140000,-266022707.160000,76630052.800000
002217.SZ,20101027,20090930,41797934.730000,-137378148.040000,74970661.330000
002217.SZ,20100826,20090630,41659297.130000,-91448443.880000,26013924.610000
002217.SZ,20100426,20090331,15500351.060000,-23289652.950000,39228027.630000
002217.SZ,20100416,20081231,179481393.350000,-164506092.670000,304470772.250000
002217.SZ,20091029,20080930,87244453.390000,-66414098.430000,308962509.700000
002217.SZ,20090824,20080630,106296827.160000,-46952635.350000,261396612.210000
002217.SZ,20090421,20080331,52982771.740000,-21096843.310000,326746767.720000
002217.SZ,20090327,20071231,56116562.180000,-83785273.190000,-38290559.110000
002217.SZ,20081024,20070930,47125668.710000,-68067682.980000,-28827742.430000
002217.SZ,20080829,20070630,8220734.430000,-44148048.160000,26410487.970000
002217.SZ,20080422,20070331,-7283445.880000,-41274303.200000,12765237.240000
002217.SZ,20080403,20061231,52514896.900000,-72214593.290000,73810947.370000
002217.SZ,20080124,20051231,84384266.270000,-74025681.550000,-1669554.180000
002217.SZ,20080124,20041231,55003871.590000,-25107802.270000,-1951425.740000
