fs_code,ann_date,report_date,operate_cashflow,invest_cashflow,finance_cashflow
601718.SH,20251029,20250930,-374612357.230000,-497006978.080000,396325263.360000
601718.SH,20250823,20250630,-896712065.160000,-367489454.810000,1742522867.910000
601718.SH,20250429,20250331,-683637786.070000,-184785007.650000,1824062842.490000
601718.SH,20250428,20241231,115548699.940000,-643367820.260000,-603402482.960000
601718.SH,20251029,20240930,-1251947976.990000,-267999454.630000,-558782068.830000
601718.SH,20250823,20240630,-1618356756.770000,-160025239.130000,-661018543.320000
601718.SH,20250429,20240331,-1228079896.580000,-96009938.150000,204579029.540000
601718.SH,20250428,20231231,1118062002.400000,-619873902.100000,830455349.570000
601718.SH,20241026,20230930,-188568067.480000,372518819.060000,-369504413.620000
601718.SH,20240824,20230630,54903375.490000,463636133.490000,-179008844.040000
601718.SH,20240427,20230331,-465466497.720000,656480783.560000,173819377.910000
601718.SH,20240413,20221231,-312098686.270000,1276536313.130000,-2073837082.550000
601718.SH,20231025,20220930,-1569790375.220000,473243897.630000,-2401364808.100000
601718.SH,20230818,20220630,-1472458241.390000,499545819.490000,-245928924.880000
601718.SH,20230413,20220331,-658127596.860000,-101973705.260000,-276151654.770000
601718.SH,20230413,20211231,1152175068.870000,21852688.550000,-1261652392.350000
601718.SH,20221028,20210930,186793104.330000,-144607905.280000,-1128401886.140000
601718.SH,20220827,20210630,151980747.470000,-13438339.480000,-260895429.150000
601718.SH,20220427,20210331,318188381.030000,-20582276.700000,-292057851.650000
601718.SH,20220427,20201231,148193665.040000,-108471078.480000,-137716900.450000
601718.SH,20211023,20200930,-1149732617.420000,-653517552.690000,-173837600.110000
601718.SH,20210827,20200630,-611746514.490000,-573419320.850000,1687852666.050000
601718.SH,20210429,20200331,-331191846.050000,-69330447.890000,79412284.260000
601718.SH,20210429,20191231,1886208071.580000,2341861538.190000,-864175201.780000
601718.SH,20201028,20190930,-686258449.270000,2338405319.170000,-333256505.590000
601718.SH,20200827,20190630,-199781160.690000,2188593646.850000,788785765.820000
601718.SH,20200429,20190331,-484025852.820000,1477804159.990000,22319857.450000
601718.SH,20200429,20181231,510964014.140000,-28478962.270000,-259755658.010000
601718.SH,20191030,20180930,313869018.690000,86456545.850000,-282159325.240000
601718.SH,20190828,20180630,-56233467.110000,69853746.250000,-34044489.850000
601718.SH,20190426,20180331,-269821175.640000,20759255.310000,17108221.680000
601718.SH,20190426,20171231,-2664121383.530000,-1446500038.450000,3796611867.820000
601718.SH,20181027,20170930,-1707022836.640000,-1953894702.070000,4012967066.780000
601718.SH,20180828,20170630,-1605699881.060000,-2863604053.450000,4325231371.860000
601718.SH,20180427,20170331,-1002866429.120000,1615183217.060000,26688688.760000
601718.SH,20180427,20161231,1125792909.630000,-1258947385.600000,-93464894.470000
601718.SH,20171031,20160930,-870314672.150000,-490037555.190000,-271595336.480000
601718.SH,20170829,20160630,-893206453.620000,-575189601.910000,111301322.310000
601718.SH,20170426,20160331,-1031060312.060000,275274850.810000,42517410.720000
601718.SH,20170426,20151231,505534143.740000,-3997876985.440000,2773879643.240000
601718.SH,20161028,20150930,-957330572.890000,-3043734784.700000,3048388922.690000
601718.SH,20160826,20150630,-642440866.780000,-1009790299.410000,-323713519.300000
601718.SH,20160419,20150331,76870924.070000,-1197627047.230000,148238604.540000
601718.SH,20160419,20141231,374392187.210000,-35270205.100000,992605813.090000
601718.SH,20151028,20140930,-643586757.370000,-454733910.160000,471204198.760000
601718.SH,20150812,20140630,-394982315.610000,-576645046.570000,189599236.350000
601718.SH,20150428,20140331,-264702107.750000,-281131896.820000,58581656.450000
601718.SH,20150428,20131231,1204391589.020000,-962139235.080000,114689426.190000
601718.SH,20141028,20130930,-714647750.200000,-809879799.880000,313602065.600000
601718.SH,20140819,20130630,-227227865.940000,-659708307.740000,240941476.090000
601718.SH,20140422,20130331,-279179497.390000,-445784682.670000,-66448776.600000
601718.SH,20140422,20121231,332947199.190000,206609523.930000,149440640.230000
601718.SH,20131029,20120930,428450969.420000,-1036966230.450000,360818480.450000
601718.SH,20130820,20120630,426389179.870000,-967087125.860000,66040993.650000
601718.SH,20130423,20120331,366911088.550000,-709293683.550000,-2919705.990000
601718.SH,20130423,20111231,-3251986270.500000,-645984392.810000,-37638358.960000
601718.SH,20121023,20110930,-518182138.760000,-633030260.030000,69805609.920000
601718.SH,20120816,20110630,28569957.530000,-606540435.510000,4984201.060000
601718.SH,20120425,20110331,-274676995.980000,-146900426.670000,-27644997.020000
601718.SH,20120425,20101231,282634782.350000,-147305476.550000,3796670619.900000
601718.SH,20111022,20100930,-120538447.260000,-175001081.570000,3699142577.920000
601718.SH,20110822,20100630,46528321.870000,-125074928.900000,-172356211.970000
601718.SH,20110422,20100331,-257456394.860000,-74516789.310000,-151143849.100000
601718.SH,20110422,20091231,539595819.160000,-230238899.140000,-5620759.620000
601718.SH,20101026,20090930,64321355.280000,-169634755.790000,-56498532.960000
601718.SH,20100813,20090630,135624483.160000,-79771241.270000,74798356.210000
601718.SH,20100723,20081231,865693316.380000,-319169628.310000,-82015059.190000
601718.SH,20100723,20071231,230863388.100000,-299109504.080000,-2368369.350000
