fs_code,ann_date,report_date,total_assets,total_liab,total_equity,current_assets,current_liab
601878.SH,20251031,20250930,219048444117.210000,172054072013.569980,0,0,0
601878.SH,20250823,20250630,199084830804.820000,152940340143.449980,0,0,0
601878.SH,20250430,20250331,171416601617.520000,134428131878.580000,0,0,0
601878.SH,20251031,20241231,154085739578.880000,117561353377.240000,0,0,0
601878.SH,20241031,20240930,145459588226.930000,116195150345.680000,0,0,0
601878.SH,20240824,20240630,134975315303.130000,106290964299.530000,0,0,0
601878.SH,20240430,20240331,143029935023.050000,114254628730.510000,0,0,0
601878.SH,20250411,20231231,145527686507.720000,117256485964.040000,0,0,0
601878.SH,20231031,20230930,146978830202.590030,119164542804.420000,0,0,0
601878.SH,20230823,20230630,145900558174.689970,118505737270.180000,0,0,0
601878.SH,20230428,20230331,150852126421.520000,123084842847.930000,0,0,0
601878.SH,20240411,20221231,136961354538.950000,109652561472.000000,0,0,0
601878.SH,20221029,20220930,132008561305.910000,105226288500.080000,0,0,0
601878.SH,20220823,20220630,126512523443.250000,99515853087.090000,0,0,0
601878.SH,20220429,20220331,121056258706.940000,96899009867.070000,0,0,0
601878.SH,20230331,20211231,125251206438.760000,101414356393.150000,0,0,0
601878.SH,20211028,20210930,122592654701.460000,99359473763.340000,0,0,0
601878.SH,20210819,20210630,110358876349.260000,87331900003.530000,0,0,0
601878.SH,20210429,20210331,105330604707.730000,85558077198.320000,0,0,0
601878.SH,20220325,20201231,91090425248.570000,71741242223.760000,0,0,0
601878.SH,20201029,20200930,85277066129.910000,66526508227.220000,0,0,0
601878.SH,20200825,20200630,80249413669.350000,65038535248.840000,0,0,0
601878.SH,20200429,20200331,74059508774.380000,58883768913.250000,0,0,0
601878.SH,20210318,20191231,67404021579.670000,52548381570.470000,0,0,0
601878.SH,20191029,20190930,71234654443.390000,56556281374.940000,0,0,0
601878.SH,20190822,20190630,71658393787.530000,57207857891.870000,0,0,0
601878.SH,20190427,20190331,71037862897.920000,56559793712.250000,0,0,0
601878.SH,20200319,20181231,56974966370.730000,43310799334.660000,0,0,0
601878.SH,20181030,20180930,55217349521.840000,41618084837.050000,0,0,0
601878.SH,20180823,20180630,56955481670.450000,43488904456.010000,0,0,0
601878.SH,20180426,20180331,53266917553.980000,39580962735.410000,0,0,0
601878.SH,20190318,20171231,52920373669.370000,39406482435.260000,0,0,0
601878.SH,20171025,20170930,51448929254.850000,38307307877.820000,0,0,0
601878.SH,20170816,20170630,55169422960.830000,42320368151.670000,0,0,0
601878.SH,20170516,20170331,54657991962.130000,44831354979.600000,0,0,0
601878.SH,20180313,20161231,53737245553.090000,44171746651.360000,0,0,0
601878.SH,20160901,20160630,53619611668.250000,44779120444.160000,0,0,0
601878.SH,20160921,20160331,53031705105.220000,44379274748.610000,0,0,0
601878.SH,20160414,20151231,55490018737.540000,47040902477.710000,0,0,0
601878.SH,20151124,20150630,73863652815.030000,66279365232.930000,0,0,0
601878.SH,20150427,20141231,35151225708.950000,28595677246.550000,0,0,0
601878.SH,20150130,20140630,18685212169.910000,12682058318.650000,0,0,0
601878.SH,20140708,20140331,17419445600.000000,11555708900.000000,0,0,0
601878.SH,20151124,20131231,15886207620.030000,10132359703.340000,0,0,0
601878.SH,20140114,20130930,14761004500.000000,9128988600.000000,0,0,0
601878.SH,20131018,20130331,13653990600.000000,8212424700.000000,0,0,0
601878.SH,20151124,20121231,13205803688.460000,7858450477.710000,0,0,0
601878.SH,20140620,20111231,12658111952.220000,7482526507.410000,0,0,0
601878.SH,20110718,20110630,14197051323.430000,9022553512.050000,0,0,0
601878.SH,20110427,20101231,17091800307.220000,13279390547.970000,0,0,0
601878.SH,20100720,20100630,14383475202.690000,10950239909.400000,0,0,0
601878.SH,20100429,20091231,15256402006.080000,12054491306.890000,0,0,0
601878.SH,20090716,20090630,9844880395.820000,7008023356.050000,0,0,0
601878.SH,20090430,20081231,8760128273.490000,5895872625.610000,0,0,0
601878.SH,20080718,20080630,9233497936.250000,6554767654.720000,0,0,0
601878.SH,20080430,20071231,11058356860.080000,8103028817.470000,0,0,0
601878.SH,20070716,20070630,11118248236.360000,8935497972.130000,0,0,0
601878.SH,20061231,20061231,3204628031.050000,2643621687.720000,0,0,0
601878.SH,20060713,20060630,2832059013.990000,2334579481.680000,0,0,0
601878.SH,20060430,20051231,1460100604.600000,1647273828.840000,0,0,0
601878.SH,20050430,20041231,1719675738.790000,1191221721.510000,0,0,0
601878.SH,20040719,20040630,2754737091.220000,2173457333.730000,0,0,0
601878.SH,20050430,20031231,2251375730.710000,1669367810.940000,0,0,0
601878.SH,20030715,20030630,2731610633.870000,2157030643.120000,0,0,0
601878.SH,20030430,20021231,2364265174.910000,1798448358.720000,0,0,0
601878.SH,20021127,20020630,,,0,0,0
601878.SH,20030430,20011231,2885746461.650000,2321080461.650000,0,0,0
