fs_code,ann_date,report_date,operate_cashflow,invest_cashflow,finance_cashflow
000985.SZ,20251030,20250930,118307104.060000,-32993455.620000,-8426567.500000
000985.SZ,20250823,20250630,87613091.940000,-27509559.310000,-6481975.000000
000985.SZ,20250426,20250331,41161748.290000,-24372680.640000,0.000000
000985.SZ,20250426,20241231,83087202.500000,-63597414.240000,-2333511.000000
000985.SZ,20251030,20240930,146069282.640000,-28224895.070000,-2333511.000000
000985.SZ,20250823,20240630,64832509.260000,-11836714.080000,-2333511.000000
000985.SZ,20250426,20240331,31620128.890000,-6450969.280000,0.000000
000985.SZ,20250426,20231231,100062364.670000,-11487381.010000,-6222696.000000
000985.SZ,20241026,20230930,100250292.580000,-7289931.710000,-6222696.000000
000985.SZ,20240824,20230630,96562645.000000,-4540566.590000,-6222696.000000
000985.SZ,20240427,20230331,23254404.490000,-3416633.390000,0.000000
000985.SZ,20240427,20221231,-15197855.750000,-8304221.610000,-5963417.000000
000985.SZ,20231028,20220930,98502496.050000,-3756030.560000,-5963417.000000
000985.SZ,20230826,20220630,37468157.090000,-2905940.560000,-5963417.000000
000985.SZ,20230422,20220331,-5052681.000000,-2905940.560000,0.000000
000985.SZ,20230422,20211231,63163053.330000,-18927576.530000,-5963417.000000
000985.SZ,20221029,20210930,133418346.740000,-7129309.370000,-5963417.000000
000985.SZ,20220827,20210630,35374954.700000,-4692846.600000,-5963417.000000
000985.SZ,20220430,20210331,21787016.610000,-3037034.820000,0.000000
000985.SZ,20220430,20201231,63938916.620000,-43401822.050000,-20742320.000000
000985.SZ,20211023,20200930,113954678.240000,-11117553.730000,-20742320.000000
000985.SZ,20210828,20200630,42554054.870000,-14392332.090000,-20742320.000000
000985.SZ,20210424,20200331,-42263402.370000,-2549664.770000,0.000000
000985.SZ,20210424,20191231,119361712.660000,-74716750.880000,0.000000
000985.SZ,20201029,20190930,140393778.820000,-36875737.940000,0.000000
000985.SZ,20200829,20190630,62943998.000000,-24297226.250000,0.000000
000985.SZ,20200418,20190331,16237186.200000,-16191881.300000,0.000000
000985.SZ,20200418,20181231,14962343.400000,-41844153.020000,-23983307.500000
000985.SZ,20191030,20180930,48602028.010000,-23862407.830000,-23983307.500000
000985.SZ,20190831,20180630,45235486.280000,-13275847.540000,-23983307.500000
000985.SZ,20190420,20180331,6433976.190000,-10857016.020000,0.000000
000985.SZ,20190420,20171231,93725352.730000,-14022639.940000,-16204937.500000
000985.SZ,20181027,20170930,107861035.480000,-6238840.620000,-16204937.500000
000985.SZ,20180818,20170630,35453241.200000,-7433705.620000,-16204937.500000
000985.SZ,20180420,20170331,20251532.660000,-4463752.240000,0.000000
000985.SZ,20180420,20161231,87922381.640000,-11507629.710000,0.000000
000985.SZ,20171028,20160930,79184893.000000,-22327854.240000,0.000000
000985.SZ,20170812,20160630,19301004.890000,-17198320.960000,0.000000
000985.SZ,20170427,20160331,2457236.780000,-10107179.130000,0.000000
000985.SZ,20170325,20151231,10795938.810000,-19375005.830000,-7778370.000000
000985.SZ,20161029,20150930,26605640.050000,-3923500.000000,-7778370.000000
000985.SZ,20160727,20150630,-14035849.920000,-16078418.390000,-7778370.000000
000985.SZ,20160429,20150331,3566853.250000,-10349390.400000,0.000000
000985.SZ,20160409,20141231,108458151.470000,-28322186.870000,-6481975.000000
000985.SZ,20151030,20140930,145626646.560000,-42231839.040000,-6481975.000000
000985.SZ,20150822,20140630,93550858.350000,-32916507.930000,-6481975.000000
000985.SZ,20150429,20140331,52005122.780000,-26997582.550000,0.000000
000985.SZ,20150411,20131231,54826891.500000,-65494248.860000,-520000.000000
000985.SZ,20141029,20130930,69840356.020000,-42936561.290000,-520000.000000
000985.SZ,20140809,20130630,23919351.390000,-23471937.840000,19739000.000000
000985.SZ,20140426,20130331,-26415440.290000,-12951470.890000,20000000.000000
000985.SZ,20140329,20121231,70581847.650000,-91795433.020000,-13040200.000000
000985.SZ,20131026,20120930,67976621.900000,-81726938.620000,-13040200.000000
000985.SZ,20130824,20120630,3863471.410000,-40314773.830000,-11908140.000000
