fs_code,ann_date,report_date,operate_cashflow,invest_cashflow,finance_cashflow
002410.SZ,20260324,20251231,1057002591.120000,-465087350.400000,-437770261.680000
002410.SZ,20251024,20250930,-135399894.530000,-765320162.070000,-433128566.330000
002410.SZ,20250826,20250630,-553555919.770000,-459087871.240000,-426709045.460000
002410.SZ,20250429,20250331,-685688728.770000,-272540214.610000,-6094852.660000
002410.SZ,20260324,20241231,1193718777.070000,-352839102.840000,-625028574.120000
002410.SZ,20251024,20240930,-132482343.940000,-768209915.980000,-320956369.280000
002410.SZ,20250826,20240630,-683409730.330000,-226079651.250000,-392583988.840000
002410.SZ,20250429,20240331,-750069275.910000,-550503501.280000,-37423991.210000
002410.SZ,20250325,20231231,636957826.530000,-668594324.300000,-620018784.200000
002410.SZ,20241031,20230930,-416959435.790000,-695547662.020000,-555888657.280000
002410.SZ,20240823,20230630,-710841831.990000,-613821444.010000,-479306412.150000
002410.SZ,20240425,20230331,-924433593.880000,-519799623.390000,11775145.550000
002410.SZ,20240326,20221231,1647598520.470000,-964230855.460000,-374342184.320000
002410.SZ,20231027,20220930,347117764.710000,-1314417332.300000,-350097153.640000
002410.SZ,20230822,20220630,-77810352.740000,-523924373.310000,-549923855.380000
002410.SZ,20230426,20220331,-383987214.570000,-2060671.320000,-170834779.190000
002410.SZ,20230325,20211231,1601350833.930000,-1541382490.060000,-819495203.190000
002410.SZ,20221027,20210930,477661061.050000,-1204489989.190000,-462858891.520000
002410.SZ,20220823,20210630,153777125.140000,-405902191.220000,-502701241.660000
002410.SZ,20220426,20210331,-121777328.480000,-118941156.850000,138849135.730000
002410.SZ,20220329,20201231,1876130837.670000,-696502775.010000,1357033388.130000
002410.SZ,20211027,20200930,1023687884.370000,-1065817329.200000,1113236988.660000
002410.SZ,20210824,20200630,589650352.130000,-191671985.000000,2062513668.030000
002410.SZ,20210427,20200331,-19080722.740000,-64901160.940000,-20577341.110000
002410.SZ,20210330,20191231,640918549.420000,-227307366.360000,-389565712.850000
002410.SZ,20201029,20190930,-152006015.810000,-41683758.960000,411319564.730000
002410.SZ,20200828,20190630,-155401731.680000,50142784.000000,-173974056.600000
002410.SZ,20200424,20190331,-238289489.480000,86035386.630000,-5842217.550000
002410.SZ,20200326,20181231,452703109.140000,-17870814.580000,-81645946.220000
002410.SZ,20191029,20180930,-168769014.450000,16880454.080000,-132054771.820000
002410.SZ,20190822,20180630,-277887875.050000,185975310.470000,-244017773.390000
002410.SZ,20190426,20180331,-285944920.140000,256496732.320000,44049596.790000
002410.SZ,20190328,20171231,595575210.040000,-709100501.310000,-310373349.290000
002410.SZ,20181026,20170930,34796796.470000,-648669841.560000,-328806844.040000
002410.SZ,20180816,20170630,-77546372.790000,-546244509.680000,-328811536.540000
002410.SZ,20180421,20170331,-120202704.370000,16876264.750000,0.000000
002410.SZ,20180329,20161231,518227170.860000,-728045006.880000,760219272.590000
002410.SZ,20171030,20160930,98315895.650000,-478376357.710000,-270166215.110000
002410.SZ,20170825,20160630,-9772149.830000,-119850650.220000,-261219743.390000
002410.SZ,20170427,20160331,-142586916.530000,-48202077.080000,898239.680000
002410.SZ,20170331,20151231,184804285.330000,-170464791.080000,-316857565.290000
002410.SZ,20161026,20150930,-244672269.790000,-297645464.180000,-311430730.810000
002410.SZ,20160825,20150630,-236022872.720000,-442544472.880000,-311427988.010000
002410.SZ,20160429,20150331,-148725259.530000,-7306878.730000,0.000000
002410.SZ,20160331,20141231,600611462.570000,56383824.640000,-222407338.390000
002410.SZ,20151029,20140930,190784657.530000,-547244329.220000,-221166138.390000
002410.SZ,20150827,20140630,79992586.000000,-178382193.690000,-211138085.670000
002410.SZ,20150428,20140331,-123295975.530000,249272198.210000,-8040000.000000
002410.SZ,20150326,20131231,668674954.700000,-409705825.700000,-132970600.000000
002410.SZ,20141029,20130930,287535363.180000,-609509705.440000,-140365000.000000
002410.SZ,20140827,20130630,109970669.530000,-236980565.500000,-132676708.180000
002410.SZ,20140428,20130331,-56397199.810000,-29951114.260000,59985000.000000
002410.SZ,20140327,20121231,370200036.310000,-184703792.490000,-137877573.730000
002410.SZ,20131025,20120930,33099467.010000,-87879849.880000,-137877573.730000
002410.SZ,20130829,20120630,-25472931.710000,-50442149.870000,-137877573.730000
002410.SZ,20130420,20120331,-72849382.290000,-32820470.840000,-2221816.300000
002410.SZ,20130328,20111231,318812935.470000,-354386075.900000,-109300718.870000
002410.SZ,20121025,20110930,101033367.520000,-306285296.560000,-109300718.870000
002410.SZ,20120823,20110630,40136078.460000,-270712419.720000,-109300718.870000
002410.SZ,20120425,20110331,-25151539.240000,-208010683.980000,-97669610.820000
002410.SZ,20120315,20101231,193981801.820000,-60667069.470000,1284247352.060000
002410.SZ,20111027,20100930,83883702.200000,-7868520.960000,1276861761.920000
002410.SZ,20110824,20100630,29774694.920000,-3846955.320000,1337962771.380000
002410.SZ,20110421,20100331,-27162234.970000,-1331590.000000,244075.000000
002410.SZ,20110223,20091231,141036017.960000,-70110154.410000,-12490763.650000
002410.SZ,20101022,20090930,49589083.340000,-65936892.130000,-12227981.150000
002410.SZ,20100816,20090630,14289731.160000,-11731137.130000,8737075.000000
002410.SZ,20100524,20090331,-6023600.490000,-4855220.920000,-2500000.000000
002410.SZ,20100430,20081231,61542453.340000,-24073974.900000,-13838157.040000
002410.SZ,20100430,20071231,55550257.670000,-32604222.530000,-232400.000000
