fs_code,ann_date,report_date,total_assets,total_liab,total_equity,current_assets,current_liab
601868.SH,20251031,20250930,945671125000.000000,736013028000.000000,0,488849362000.000000,479951976000.000000
601868.SH,20250829,20250630,938735064000.000000,729606320000.000000,0,491494902000.000000,483742728000.000000
601868.SH,20250430,20250331,904580015000.000000,696366243000.000000,0,474656747000.000000,458908188000.000000
601868.SH,20251031,20241231,869004776000.000000,663175697000.000000,0,447304650000.000000,437229753000.000000
601868.SH,20241031,20240930,858126846000.000000,665521804000.000000,0,475825658000.000000,438871033000.000000
601868.SH,20240831,20240630,849231871000.000000,657234309000.000000,0,473756937000.000000,447717977000.000000
601868.SH,20240430,20240331,815466108000.000000,624502768000.000000,0,454508250000.000000,427798602000.000000
601868.SH,20250329,20231231,783156193000.000000,594903314000.000000,0,426069970000.000000,417008550000.000000
601868.SH,20231028,20230930,762654929000.000000,584878191000.000000,0,438771508000.000000,402431665000.000000
601868.SH,20230831,20230630,736046536000.000000,558155526000.000000,0,424926427000.000000,377679656000.000000
601868.SH,20230428,20230331,698388451000.000000,526066893000.000000,0,407941217000.000000,356023813000.000000
601868.SH,20240329,20221231,664552152000.000000,497084768000.000000,0,378761312000.000000,341559569000.000000
601868.SH,20221029,20220930,647646811000.000000,486004215000.000000,0,398852774000.000000,350201589000.000000
601868.SH,20220831,20220630,588509043000.000000,435953956000.000000,0,352757245000.000000,309897444000.000000
601868.SH,20220430,20220331,548300380000.000000,396840839000.000000,0,325387532000.000000,280551910000.000000
601868.SH,20230331,20211231,528862588000.000000,379128588000.000000,0,309935817000.000000,270521909000.000000
601868.SH,20211029,20210930,509689621586.329960,368932662468.370000,0,300818941609.010000,259873323331.980000
601868.SH,20210831,20210630,499228938908.910030,351476847211.960000,0,298415807716.620060,253673856461.750030
601868.SH,20210429,20210331,478386442586.019960,335695632496.790040,0,282608531348.070000,241752556673.500000
601868.SH,20220330,20201231,476051912000.000000,338123055000.000000,0,288151037000.000000,253102322000.000000
601868.SH,20201028,20200930,448166100168.550000,326510742844.050000,0,268980188632.790000,239064033273.580000
601868.SH,20200831,20200630,436173652009.459960,320363279086.280000,0,267713440764.270020,236683557899.000000
601868.SH,20200430,20200331,416916072490.420000,304167350605.250000,0,255459230725.910000,219680613487.480000
601868.SH,20200430,20191231,421670300475.010000,308379946770.940000,0,263458658782.020000,224352569051.110020
601868.SH,20191030,20190930,404683306663.880000,303705511794.320000,0,255414869994.969970,218073442106.080000
601868.SH,20190830,20190630,402226251578.060060,298457368993.280000,0,260169086489.449980,217588959936.409970
601868.SH,20190429,20190331,383280896505.290000,286959448761.460000,0,249102279538.460000,214612599433.190000
601868.SH,20190426,20181231,389385524134.150000,294221666808.140000,0,257034697125.889980,225918784750.960000
601868.SH,20181030,20180930,370433637678.670040,276883185370.850000,0,254991367411.930000,206439180085.520000
601868.SH,20180831,20180630,373972680690.490000,282261070205.260000,0,257269728286.400000,210402552099.190000
601868.SH,20180429,20180331,344585577352.040000,251952129430.689970,0,241862102766.500000,187203401859.050000
601868.SH,20180429,20171231,343887061122.290000,264031350233.990020,0,241719600967.490000,194235589820.240000
601868.SH,20171031,20170930,318851705858.200000,235246598581.050000,0,231773279994.030030,172139422104.350000
601868.SH,20170831,20170630,313241772000.000000,234556188000.000000,0,230502957000.000000,184174984000.000000
601868.SH,20170429,20170331,287953411654.840000,212080267504.480000,0,207533742174.270020,148339208952.030030
601868.SH,20180418,20161231,292657520500.000000,218668521700.000000,0,212307552500.000000,153639273000.000000
601868.SH,20161031,20160930,289290390613.360000,211599872143.470000,0,216213141748.030030,153287824568.129970
601868.SH,20160831,20160630,271896442000.000000,207307902000.000000,0,197113098000.000000,149167079000.000000
601868.SH,20160430,20160331,260117386357.790000,198051673384.190000,0,183852434007.240000,147645284087.440000
601868.SH,20160414,20151231,260597922000.000000,199805550000.000000,0,184877107000.000000,151934694000.000000
601868.SH,20151218,20150930,242763415404.540000,194851412167.710020,0,167383090159.950000,143777018340.760000
601868.SH,20151218,20150630,233686341204.880000,186442471314.409970,0,152548819004.430020,137057821393.550000
601868.SH,20150721,20141231,220213192000.000000,172465644000.000000,0,147709423000.000000,131017010000.000000
