fs_code,ann_date,report_date,revenue,revenue_yoy,net_profit,net_profit_yoy,gross_margin,roe
601800.SH,20251031,20250930,513915419913.000000,0,18209485727.000000,0,0,0
601800.SH,20250830,20250630,337054630510.000000,0,12867102335.000000,0,0,0
601800.SH,20250428,20250331,154643895485.000000,0,6718185662.000000,0,0,0
601800.SH,20250328,20241231,771944258710.000000,0,30346608238.000000,0,0,0
601800.SH,20251031,20240930,536636414787.000000,0,20992188998.000000,0,0,0
601800.SH,20250830,20240630,357447650673.000000,0,14528262809.000000,0,0,0
601800.SH,20250428,20240331,176904193700.000000,0,7525994612.000000,0,0,0
601800.SH,20250328,20231231,758718749687.000100,0,30236162855.000000,0,0,0
601800.SH,20241031,20230930,549025682243.000000,0,20859912478.000000,0,0,0
601800.SH,20240831,20230630,366683388213.000000,0,14614566827.000000,0,0,0
601800.SH,20240430,20230331,176591274385.000000,0,6940167239.000000,0,0,0
601800.SH,20240329,20221231,721887459619.000100,0,25010041344.000000,0,0,0
601800.SH,20231031,20220930,542000970451.000000,0,19744811120.000000,0,0,0
601800.SH,20230829,20220630,363945733398.000000,0,13522303936.000000,0,0,0
601800.SH,20230429,20220331,172095326154.000000,0,6327567178.000000,0,0,0
601800.SH,20230331,20211231,685831404076.999900,0,23497978203.000000,0,0,0
601800.SH,20221029,20210930,516216641112.000000,0,18633863516.000000,0,0,0
601800.SH,20220831,20210630,340627261025.000000,0,12308029010.000000,0,0,0
601800.SH,20220429,20210331,151927555778.000000,0,5673972244.000000,0,0,0
601800.SH,20220331,20201231,627586194472.000000,0,19348617412.000000,0,0,0
601800.SH,20211030,20200930,409735527204.000000,0,11807816003.000000,0,0,0
601800.SH,20210831,20200630,246448164511.000000,0,6444531637.000000,0,0,0
601800.SH,20210430,20200331,95546477510.000000,0,2503676397.000000,0,0,0
601800.SH,20210331,20191231,555446085066.000000,0,21530124241.000000,0,0,0
601800.SH,20201030,20190930,375455581318.000000,0,14286872034.000000,0,0,0
601800.SH,20200829,20190630,240658825037.000000,0,9592679563.000000,0,0,0
601800.SH,20200429,20190331,102245102038.000000,0,3870578682.000000,0,0,0
601800.SH,20200401,20181231,490872128295.000000,0,20293755141.000000,0,0,0
601800.SH,20191031,20180930,328547167715.000000,0,13374976070.000000,0,0,0
601800.SH,20190831,20180630,208378986328.000000,0,8621598766.000000,0,0,0
601800.SH,20190430,20180331,93253359275.000000,0,3406306841.000000,0,0,0
601800.SH,20190330,20171231,482804341572.000000,0,21318780137.000000,0,0,0
601800.SH,20181031,20170930,307297125510.000000,0,12093237206.000000,0,0,0
601800.SH,20180829,20170630,190101481134.000000,0,7811065526.000000,0,0,0
601800.SH,20180428,20170331,82698843326.000000,0,3161959833.000000,0,0,0
601800.SH,20180330,20161231,431743429819.000000,0,17222238122.000000,0,0,0
601800.SH,20171031,20160930,291222767046.000000,0,11449544475.000000,0,0,0
601800.SH,20170830,20160630,183439285237.000000,0,7177026751.000000,0,0,0
601800.SH,20170428,20160331,82573675028.000000,0,2317635762.000000,0,0,0
601800.SH,20170329,20151231,404420451987.000000,0,15782569580.000000,0,0,0
601800.SH,20161029,20150930,279833137161.000000,0,10101784145.000000,0,0,0
601800.SH,20160831,20150630,176310583936.000000,0,6535114034.000000,0,0,0
601800.SH,20160427,20150331,74352852438.170000,0,1970400638.580000,0,0,0
601800.SH,20160329,20141231,366673233953.000000,0,13762371460.000000,0,0,0
601800.SH,20151031,20140930,252444299569.000000,0,9766613064.000000,0,0,0
601800.SH,20150829,20140630,158563282663.000000,0,5798512305.000000,0,0,0
601800.SH,20150429,20140331,61924813254.170000,0,1801821414.220000,0,0,0
601800.SH,20150331,20131231,332486765232.000000,0,11868051830.000000,0,0,0
601800.SH,20141031,20130930,227784855034.260000,0,8090233613.590000,0,0,0
601800.SH,20140827,20130630,141373152561.000000,0,5368343482.000000,0,0,0
601800.SH,20140430,20130331,54693077797.810000,0,1796195120.950000,0,0,0
601800.SH,20140326,20121231,296227385321.000000,0,11439291727.000000,0,0,0
601800.SH,20131031,20120930,200595430631.000000,0,6552969365.000000,0,0,0
601800.SH,20130828,20120630,125164940920.000000,0,4731373500.000000,0,0,0
601800.SH,20130427,20120331,50312156093.000000,0,1445526092.000000,0,0,0
601800.SH,20130327,20111231,295376268143.000000,0,11787643129.000000,0,0,0
601800.SH,20121031,20110930,211438021539.600000,0,8033694348.540000,0,0,0
601800.SH,20120829,20110630,139429138628.000000,0,5666675563.000000,0,0,0
601800.SH,20120426,20110331,53146189827.360000,0,1537210136.030000,0,0,0
601800.SH,20120327,20101231,273571498797.000000,0,9450886907.000000,0,0,0
601800.SH,20101030,20100930,193348550123.370000,0,5294168292.990000,0,0,0
601800.SH,20100831,20100630,120275003657.000000,0,3711697391.000000,0,0,0
601800.SH,20100430,20100331,46877500986.100000,0,1706327710.700000,0,0,0
601800.SH,20130415,20091231,228486157900.000000,0,7633108122.000000,0,0,0
601800.SH,20090910,20090630,96840000000.000000,0,3590000000.000000,0,0,0
601800.SH,20120131,20081231,180429525542.000000,0,7666312588.000000,0,0,0
601800.SH,20080926,20080630,75749000000.000000,0,2861000000.000000,0,0,0
601800.SH,20100913,20071231,151745098239.000000,0,6371074653.000000,0,0,0
601800.SH,20090819,20061231,115798740000.000000,0,3536650000.000000,0,0,0
601800.SH,20080415,20051231,83060743183.630000,0,2646934476.760000,0,0,0
601800.SH,20080415,20041231,65702983891.320000,0,1331841299.900000,0,0,0
601800.SH,20080415,20031231,48241642833.670000,0,445400806.570000,0,0,0
