fs_code,ann_date,report_date,revenue,revenue_yoy,net_profit,net_profit_yoy,gross_margin,roe
601566.SH,20251029,20250930,2129687102.010000,0,306478382.940000,0,0,0
601566.SH,20250828,20250630,1496553794.660000,0,174513409.420000,0,0,0
601566.SH,20250425,20250331,895073592.480000,0,193978855.230000,0,0,0
601566.SH,20250425,20241231,3181245257.980000,0,174240454.610000,0,0,0
601566.SH,20251029,20240930,2266219869.660000,0,132207448.410000,0,0,0
601566.SH,20250828,20240630,1575576595.050000,0,50893926.910000,0,0,0
601566.SH,20250425,20240331,939844189.710000,0,110322125.680000,0,0,0
601566.SH,20250425,20231231,3054998720.670000,0,188182999.020000,0,0,0
601566.SH,20241029,20230930,2137870506.430000,0,88950117.420000,0,0,0
601566.SH,20240828,20230630,1400558135.650000,0,91949952.650000,0,0,0
601566.SH,20240426,20230331,772263509.200000,0,99256695.400000,0,0,0
601566.SH,20240426,20221231,2620090602.050000,0,-105121283.210000,0,0,0
601566.SH,20231027,20220930,1951108029.380000,0,-128409625.620000,0,0,0
601566.SH,20230825,20220630,1286709600.650000,0,-60690481.870000,0,0,0
601566.SH,20230426,20220331,765798966.980000,0,-56510200.250000,0,0,0
601566.SH,20230426,20211231,3050421828.180000,0,182808836.590000,0,0,0
601566.SH,20221027,20210930,2172077105.810000,0,44506145.030000,0,0,0
601566.SH,20220826,20210630,1396167222.690000,0,119849298.710000,0,0,0
601566.SH,20220426,20210331,811365486.950000,0,100892243.780000,0,0,0
601566.SH,20220426,20201231,2672212632.740000,0,355048343.760000,0,0,0
601566.SH,20211027,20200930,1760609852.100000,0,264002514.210000,0,0,0
601566.SH,20210825,20200630,1122084970.480000,0,200371606.940000,0,0,0
601566.SH,20210427,20200331,579427221.710000,0,62100737.040000,0,0,0
601566.SH,20210427,20191231,2857040777.500000,0,354951743.120000,0,0,0
601566.SH,20201027,20190930,2024710852.830000,0,371500571.040000,0,0,0
601566.SH,20200825,20190630,1353479683.330000,0,321567242.560000,0,0,0
601566.SH,20200424,20190331,800665322.980000,0,271341004.060000,0,0,0
601566.SH,20200424,20181231,2733217139.670000,0,526712631.990000,0,0,0
601566.SH,20191025,20180930,1921456397.990000,0,347773788.290000,0,0,0
601566.SH,20190822,20180630,1261038630.210000,0,262622529.000000,0,0,0
601566.SH,20190425,20180331,746922390.360000,0,193131577.670000,0,0,0
601566.SH,20190425,20171231,2565133743.810000,0,492374296.640000,0,0,0
601566.SH,20181025,20170930,1783500729.480000,0,341547076.910000,0,0,0
601566.SH,20180829,20170630,1139403235.820000,0,223875262.550000,0,0,0
601566.SH,20180425,20170331,664090977.170000,0,158846235.110000,0,0,0
601566.SH,20180425,20161231,2271328527.250000,0,421599945.210000,0,0,0
601566.SH,20171031,20160930,1542796242.840000,0,311932489.670000,0,0,0
601566.SH,20170830,20160630,983752596.770000,0,196985259.110000,0,0,0
601566.SH,20170421,20160331,584603557.720000,0,128236656.130000,0,0,0
601566.SH,20170421,20151231,2256601193.620000,0,404187778.920000,0,0,0
601566.SH,20161015,20150930,1602110610.580000,0,276645230.300000,0,0,0
601566.SH,20160826,20150630,1025653677.540000,0,222923811.040000,0,0,0
601566.SH,20160426,20150331,562738824.340000,0,127940304.330000,0,0,0
601566.SH,20160426,20141231,2067819142.410000,0,350520727.130000,0,0,0
601566.SH,20151028,20140930,1495233936.360000,0,306570326.960000,0,0,0
601566.SH,20150828,20140630,971091840.020000,0,218458637.310000,0,0,0
601566.SH,20150424,20140331,545035064.680000,0,144571900.840000,0,0,0
601566.SH,20150424,20131231,2501539269.870000,0,537302198.950000,0,0,0
601566.SH,20141024,20130930,1760598470.780000,0,425712561.860000,0,0,0
601566.SH,20140819,20130630,1163788600.890000,0,290500345.490000,0,0,0
601566.SH,20140418,20130331,700077438.820000,0,190856606.640000,0,0,0
601566.SH,20140418,20121231,2600556841.210000,0,668423350.310000,0,0,0
601566.SH,20131019,20120930,1781817830.580000,0,471014546.850000,0,0,0
601566.SH,20130809,20120630,1191012718.850000,0,337915910.880000,0,0,0
601566.SH,20130419,20120331,668655287.790000,0,207954784.370000,0,0,0
601566.SH,20130419,20111231,2257331244.520000,0,517893217.400000,0,0,0
601566.SH,20121026,20110930,1478308007.890000,0,361304934.880000,0,0,0
601566.SH,20120817,20110630,963738831.090000,0,235338738.290000,0,0,0
601566.SH,20120423,20110331,545505609.070000,0,162020124.940000,0,0,0
601566.SH,20120423,20101231,1674810347.770000,0,360500322.770000,0,0,0
601566.SH,20111024,20100930,1112821657.890000,0,252115192.870000,0,0,0
601566.SH,20110822,20100630,735568084.000000,0,163755149.690000,0,0,0
601566.SH,20110510,20091231,1403912615.350000,0,257987794.500000,0,0,0
601566.SH,20110510,20081231,1230114518.690000,0,197331010.160000,0,0,0
