fs_code,ann_date,report_date,total_assets,total_liab,total_equity,current_assets,current_liab
001896.SZ,20251029,20250930,31802170957.240000,27916476162.920000,0,5521464213.240000,10864598955.990000
001896.SZ,20250828,20250630,31224585605.360000,27584928322.110000,0,4842454127.230000,11421692415.050000
001896.SZ,20250430,20250331,31435580761.240000,27884073155.700000,0,5179712216.810000,11576473894.550000
001896.SZ,20251029,20241231,31617199491.180000,28144780096.260000,0,5304650925.980000,12126728368.820000
001896.SZ,20241031,20240930,31484708818.080000,27983402323.820000,0,5888707215.050000,11131572362.600000
001896.SZ,20240830,20240630,32064715417.470000,28516933197.640000,0,6504723263.830000,12344832571.680000
001896.SZ,20240430,20240331,31995032664.080000,28395778619.540000,0,6525524583.840000,13155137442.360000
001896.SZ,20250412,20231231,31650727614.850000,28079259461.310000,0,6337585202.790000,12650147990.750000
001896.SZ,20231031,20230930,29899974253.590000,26366598829.350000,0,5985139028.790000,10084465351.790000
001896.SZ,20230831,20230630,30283696664.820000,26782295031.170000,0,6593909646.640000,11186220219.850000
001896.SZ,20230429,20230331,30394597062.890000,26825646069.510000,0,7349878559.500000,10412227583.020000
001896.SZ,20240425,20221231,30806967030.100000,26769294967.230000,0,7756177117.440000,11379585620.920000
001896.SZ,20221029,20220930,30320233447.570000,25447896120.020000,0,7819125303.900000,10166788310.330000
001896.SZ,20220830,20220630,29630369707.130000,24063703163.620000,0,7377496875.860000,10407658590.120000
001896.SZ,20220427,20220331,28821236631.720000,23782458918.940000,0,6410540365.910000,9470224412.100000
001896.SZ,20230325,20211231,28780071304.140000,23183638862.200000,0,6391041664.340000,9748979263.660000
001896.SZ,20211029,20210930,27374405164.590000,20528558510.650000,0,5314042743.680000,7298445003.880000
001896.SZ,20210828,20210630,22513538051.250000,15736133029.220000,0,4443856100.970000,6212434806.260000
001896.SZ,20210427,20210331,21468923014.520000,14572521075.560000,0,3459340435.400000,5533263721.130000
001896.SZ,20220409,20201231,27397241666.350000,19444399215.890000,0,5379398021.640000,7399771292.950000
001896.SZ,20201029,20200930,20896908517.640000,13922331891.800000,0,3480121456.610000,5298937648.310000
001896.SZ,20200828,20200630,20477406183.020000,13739965827.500000,0,3734163461.300000,6274061763.770000
001896.SZ,20200429,20200331,20648186161.610000,14102744828.510000,0,3983933352.450000,6884267504.760000
001896.SZ,20210402,20191231,20003369638.250000,13443381914.920000,0,3446778297.750000,7241502823.970000
001896.SZ,20191030,20190930,20188373750.030000,13589503296.170000,0,4274079140.440000,6819700371.770000
001896.SZ,20190823,20190630,21148790763.980000,14686117375.650000,0,4799936931.710000,7925721410.720000
001896.SZ,20190427,20190331,20865334690.080000,14367288795.510000,0,4455717351.560000,7381547704.540000
001896.SZ,20200327,20181231,21310873234.870000,14844147148.040000,0,4671213173.150000,7784502967.600000
001896.SZ,20181031,20180930,22229768509.730000,15288356042.620000,0,6121522608.320000,8099671328.580000
