fs_code,ann_date,report_date,operate_cashflow,invest_cashflow,finance_cashflow
603707.SH,20251025,20250930,900324655.050000,-269281482.600000,-57009193.080000
603707.SH,20250829,20250630,410413411.470000,131299335.550000,20745946.390000
603707.SH,20250429,20250331,164221944.290000,360499633.300000,-612009101.810000
603707.SH,20250429,20241231,1501228217.520000,-910732086.740000,-731279877.210000
603707.SH,20251025,20240930,1055077327.830000,-1970502625.530000,646617220.720000
603707.SH,20250829,20240630,606437423.320000,-1391496121.100000,715805541.210000
603707.SH,20250429,20240331,200989514.810000,-789963439.080000,481803012.850000
603707.SH,20250429,20231231,1619167843.710000,-1162041421.320000,51199533.900000
603707.SH,20241031,20230930,1171194935.250000,-202849848.730000,-666207700.540000
603707.SH,20240831,20230630,630364246.900000,-37997140.780000,-298667663.850000
603707.SH,20240427,20230331,122444973.990000,-90259769.300000,317544458.990000
603707.SH,20240427,20221231,595445673.260000,-400495847.680000,-310811927.060000
603707.SH,20231028,20220930,631513877.830000,-878961260.080000,357359861.610000
603707.SH,20230829,20220630,498607712.270000,-511030540.940000,460818279.850000
603707.SH,20230428,20220331,252013310.860000,-188971631.950000,172058304.410000
603707.SH,20230428,20211231,683631820.990000,170142604.630000,-912390048.340000
603707.SH,20221029,20210930,245829942.230000,326163126.840000,-346177912.880000
603707.SH,20220830,20210630,146963436.550000,54349319.220000,389144572.360000
603707.SH,20220427,20210331,6147710.840000,765679328.770000,587246169.220000
603707.SH,20220427,20201231,-565848347.400000,-1172789513.050000,1973302364.790000
603707.SH,20211030,20200930,-562114326.970000,-73752286.790000,610906993.550000
603707.SH,20210803,20200630,-319660445.050000,-188322296.900000,818102069.000000
603707.SH,20210427,20200331,-90491766.000000,29587658.970000,180647569.270000
603707.SH,20210427,20191231,-841381294.600000,-153617828.810000,951380928.410000
603707.SH,20201010,20190930,-642031422.770000,-211951974.300000,693944105.900000
603707.SH,20200731,20190630,-345240349.010000,-234457380.850000,604707625.450000
603707.SH,20200430,20190331,-187730316.520000,34157539.750000,94520660.210000
603707.SH,20200430,20181231,62368493.940000,204250976.710000,-55819687.950000
603707.SH,20191029,20180930,-26847588.960000,265133061.370000,-144495026.600000
603707.SH,20190801,20180630,1891149.010000,266265840.870000,-132601399.150000
603707.SH,20190426,20180331,58911762.720000,135454712.770000,8111314.230000
603707.SH,20190426,20171231,-234586486.850000,-592929835.200000,623653682.870000
603707.SH,20181016,20170930,-176644537.870000,-600835336.270000,588024795.960000
603707.SH,20180720,20170630,-202064689.080000,-18382262.390000,7657510.030000
603707.SH,20180417,20170331,-33939048.310000,-135366311.520000,-48595093.470000
603707.SH,20180127,20161231,-286786674.420000,139537635.890000,-19040081.420000
603707.SH,20171031,20160930,-195245471.310000,-140121997.080000,-71436498.110000
603707.SH,20170801,20160630,-99225004.630000,172265539.530000,-51258062.120000
603707.SH,20170628,20151231,137280565.290000,53242396.870000,-8573597.090000
603707.SH,20170628,20141231,178740925.710000,-220356778.330000,-24200345.080000
603707.SH,20160325,20131231,193913400.000000,-44446800.000000,-132806500.000000
