fs_code,ann_date,report_date,total_assets,total_liab,total_equity,current_assets,current_liab
601669.SH,20251031,20250930,1404293254642.250000,1126132554205.380000,0,608705939030.320000,670381365876.100000
601669.SH,20250830,20250630,1358497039646.520000,1084946189418.990000,0,593835704279.430000,656555900344.460100
601669.SH,20250430,20250331,1337193168611.810000,1064480983059.270000,0,574929513336.049900,629808729248.000000
601669.SH,20251031,20241231,1289001336534.820000,1017424198396.999900,0,532807364815.790040,603778189120.330000
601669.SH,20241031,20240930,1287495362210.470000,1017468203588.060000,0,547695812901.139950,605797913970.470000
601669.SH,20240829,20240630,1247988033084.300000,982080310163.000100,0,528905736585.970000,593974472425.480000
601669.SH,20240430,20240331,1215183864891.700000,950551584271.430000,0,507416572396.920000,568454723315.840000
601669.SH,20250428,20231231,1154554851369.640000,894849818838.950100,0,458239613945.379940,544773111571.900000
601669.SH,20231031,20230930,1198597492368.079800,933630931172.020000,0,511171842421.690000,552291612097.779900
601669.SH,20230825,20230630,1169046859420.600000,902146264846.390000,0,494838664782.300050,535698058991.980040
601669.SH,20230428,20230331,1106625185033.970000,860633571049.049900,0,464355325398.750000,506910304963.420040
601669.SH,20240426,20221231,1040110429016.840000,799760017802.560000,0,415740552220.660000,472523811954.150000
601669.SH,20221031,20220930,1059380000568.669900,833517421941.880000,0,461720090844.750000,489512355257.200000
601669.SH,20220826,20220630,1017960524126.090000,796737155122.000000,0,436957381219.220000,467587925788.540040
601669.SH,20220429,20220331,957143462502.960000,743379142590.540000,0,401410090268.579960,424581408212.960000
601669.SH,20230427,20211231,1075366009249.090100,817008064287.389900,0,514436087370.930000,488045943324.300050
601669.SH,20211029,20210930,1010683231729.100000,772889695484.809900,0,486257718792.010000,439982238488.160000
601669.SH,20210826,20210630,981995308245.070000,747381364585.670000,0,488081473486.930000,435225344091.470030
601669.SH,20210430,20210331,932868519394.580000,705995398876.690100,0,448241614029.540000,405695089580.190000
601669.SH,20220428,20201231,886543441671.410000,662634103318.850100,0,416265637374.280000,381709150648.860050
601669.SH,20201030,20200930,905020293333.910000,695615850534.419900,0,443877692848.570000,381029595717.139950
601669.SH,20200828,20200630,876328946670.800000,673805336307.520000,0,430426717494.490000,368379484741.860000
601669.SH,20200430,20200331,839554380746.460100,639451639255.620000,0,397056306834.480000,346613221408.710000
601669.SH,20210427,20191231,817098936193.520000,622457243116.930000,0,370620340467.889950,353057064274.899960
601669.SH,20191030,20190930,811874721860.340000,652777521327.160000,0,394241431223.379940,376116945220.810000
601669.SH,20190829,20190630,782544143090.850100,630142914442.940100,0,385894546595.529970,370385509422.290000
601669.SH,20190430,20190331,751763031459.210000,606032692231.650000,0,368187565388.320000,362449347375.970000
601669.SH,20200424,20181231,713253143812.110000,570381984728.840000,0,340343225872.560000,353104480796.339970
601669.SH,20181031,20180930,677870544113.830000,547379968027.130000,0,357292289866.600000,327666038869.820000
601669.SH,20180831,20180630,643135773114.130000,516547977120.960000,0,338373024878.410000,315212224228.280000
601669.SH,20180427,20180331,606320711611.309900,483311739654.250000,0,313702455367.790040,294510504253.980040
601669.SH,20190427,20171231,576808609364.890000,457374526806.200000,0,289856359032.150000,284712685109.060000
601669.SH,20171031,20170930,582818820605.360000,472526780739.580000,0,325259308037.089970,285418204223.930000
601669.SH,20170829,20170630,553582744615.430000,446288524098.780000,0,311312332563.580000,273277228865.260000
601669.SH,20170428,20170331,515833750609.160000,427190255468.700000,0,282706005603.850000,258339343597.200000
601669.SH,20180425,20161231,500278082865.480000,414529329413.450000,0,285013686211.270000,252615445854.990020
601669.SH,20161029,20160930,475100821116.620060,393883209306.649960,0,277674589965.460000,230592975526.689970
601669.SH,20160830,20160630,443585195434.170000,365263422587.649960,0,259329489095.270020,211968691848.020000
601669.SH,20160430,20160331,423016997665.040000,348173562004.120000,0,249146904422.550020,201828884160.729980
601669.SH,20170427,20151231,405102834836.060060,335385161826.470030,0,238092008975.510000,202306933501.980000
601669.SH,20151031,20150930,386512164611.880000,320590367603.089970,0,226767546082.260000,178848109154.830020
601669.SH,20150828,20150630,362818934484.690000,305648782893.190000,0,209899824221.560000,176428418297.940000
601669.SH,20150430,20150331,302366745315.580000,253589394172.480000,0,181687787383.990020,152334103166.390000
601669.SH,20160428,20141231,331382550489.300000,273007192397.470000,0,188275106522.520000,167083856487.409970
601669.SH,20141031,20140930,279424188504.730000,236202522744.590030,0,173457605367.230000,149732318868.680000
601669.SH,20140829,20140630,260614951568.510000,219014215507.240000,0,161880390078.350000,139395662887.950000
601669.SH,20140430,20140331,241665304863.540000,199292263056.930000,0,147524169999.270020,118489108608.210000
601669.SH,20150424,20131231,231799035186.050000,190156022314.500000,0,139820814804.560000,117438030559.450000
601669.SH,20131031,20130930,217015808538.200000,177974919539.169980,0,127061109615.910000,101609278910.510000
601669.SH,20130830,20130630,209580171804.940000,171828096490.530000,0,123920860697.050000,99127902469.710000
601669.SH,20130427,20130331,190825418926.009980,155211129998.210000,0,107777087097.110000,89823288572.460000
601669.SH,20140422,20121231,184385190930.969970,149550104307.180000,0,103576894231.630000,87607239982.110000
601669.SH,20121031,20120930,180714710218.600000,146897300333.610000,0,107393442037.660000,87367984205.660000
601669.SH,20120831,20120630,174272210394.430020,140893949538.380000,0,103048013273.580000,85450620210.690000
601669.SH,20120428,20120331,169985589001.849980,137543015261.580000,0,100991309462.930000,85854405714.930000
601669.SH,20130422,20111231,163215134993.860000,131619299323.710000,0,95848972047.030000,82054028090.500000
601669.SH,20111031,20110930,160686546342.430020,129983693797.560000,0,93647395406.610000,80677788558.180000
601669.SH,20110919,20110630,144093030715.380000,127473141339.820000,0,79089779586.030000,79011225676.700000
601669.SH,20110429,20110331,129444072953.270000,115129238673.430000,0,67392447855.850000,71210105116.040000
601669.SH,20120420,20101231,121470508581.490000,107838802369.900000,0,62523711754.140000,67129024428.910000
601669.SH,20110420,20100930,119961821004.160000,106966613983.580000,0,67883076655.240000,68523067653.030000
601669.SH,20110420,20100630,111013971444.230000,99107355745.240000,0,61302876146.770000,62698270714.240000
601669.SH,20100429,20100331,100246628393.710000,89619974029.510000,0,52164514173.920000,57144889966.430000
601669.SH,20110919,20091231,101662222435.940000,89368523010.040000,0,54609797045.330000,60015661557.750000
601669.SH,20110420,20081231,76227923289.130000,66331655479.560000,0,40834534840.410000,42025843274.930000
601669.SH,20110420,20071231,53740416582.570000,45107051564.020000,0,29708448867.740000,29922682074.010000
