fs_code,ann_date,report_date,operate_cashflow,invest_cashflow,finance_cashflow
600958.SH,20251031,20250930,1795310107.310000,20177099430.620000,-2012381884.680000
600958.SH,20250830,20250630,-7729967216.620000,13972545616.120000,-1175651299.350000
600958.SH,20250430,20250331,-4738016790.520000,5394825595.570000,-1799501456.810000
600958.SH,20250329,20241231,2475086693.920000,-24465628598.560000,-1710760671.080000
600958.SH,20251031,20240930,-7127656843.140000,5150073298.190000,-2539459930.470000
600958.SH,20250830,20240630,-17290599063.760000,1664052513.950000,-8465201462.890000
600958.SH,20250430,20240331,-22798135086.960000,9103162137.550000,-5580927763.690000
600958.SH,20250329,20231231,21459210316.210000,-13070887491.830000,-4135876396.780000
600958.SH,20241031,20230930,-14022555106.760000,2529435558.570000,-3714924232.010000
600958.SH,20240830,20230630,-15839631721.340000,4552099171.210000,1972997374.580000
600958.SH,20240430,20230331,-14770666413.980000,-5607130090.940000,5164405647.880000
600958.SH,20240328,20221231,21616532485.130000,-16020970257.380000,160682190.900000
600958.SH,20231031,20220930,10209807611.580000,-9383314916.340000,-137488184.620000
600958.SH,20230831,20220630,2699011697.170000,-10755312250.270000,5516908872.330000
600958.SH,20230428,20220331,-10009311.520000,946759452.700000,-7215689760.020000
600958.SH,20230331,20211231,-10577731642.820000,18492482627.410000,-6900303437.810000
600958.SH,20221029,20210930,26079870858.530000,4931491572.930000,-8845257350.120000
600958.SH,20220831,20210630,6195082392.540000,2152716192.680000,1137190537.890000
600958.SH,20220430,20210331,17887738136.640000,-2935321950.640000,-2779733958.390000
600958.SH,20220331,20201231,28195640212.740000,3462434203.190000,-6365944260.740000
600958.SH,20211029,20200930,15205891410.370000,-507874861.530000,4758669991.080000
600958.SH,20210828,20200630,11580969930.570000,2376109730.060000,-5984726248.970000
600958.SH,20210430,20200331,3437569646.590000,3150975691.100000,3025833913.690000
600958.SH,20210331,20191231,10385033926.770000,-4725101244.870000,10069109126.510000
600958.SH,20201030,20190930,12286006071.570000,-5934647237.120000,4696524153.410000
600958.SH,20200829,20190630,7867143433.370000,-2869770684.200000,2353268069.890000
600958.SH,20200430,20190331,6520526052.270000,-628853985.830000,4859214854.380000
600958.SH,20200328,20181231,5719680134.580000,-7133768869.770000,-3959283752.470000
600958.SH,20191031,20180930,7782866397.900000,-12847732853.410000,-3556333084.820000
600958.SH,20190830,20180630,-8471161994.370000,1042565752.850000,218403812.800000
600958.SH,20190430,20180331,-7828937251.320000,1201638538.510000,-60659107.170000
600958.SH,20190329,20171231,-14561084108.920000,6467292675.570000,5515285144.840000
600958.SH,20181031,20170930,-15498651940.310000,-190824868.190000,1863511648.280000
600958.SH,20180831,20170630,-13392885395.930000,180470532.150000,137854170.580000
600958.SH,20180427,20170331,-11755634285.040000,2280619937.000000,-158514832.060000
600958.SH,20180330,20161231,-4717062183.960000,-16730966225.200000,11082399705.560000
600958.SH,20171028,20160930,-22151315655.290000,-889300334.780000,6843704202.990000
600958.SH,20170828,20160630,-16104041893.010000,-865368990.220000,2249820011.220000
600958.SH,20170426,20160331,-4509016858.620000,-148813664.800000,-4655989342.910000
600958.SH,20170331,20151231,-13755058027.360000,-754754577.490000,48480558486.210000
600958.SH,20161028,20150930,5780656454.470000,-1345723011.420000,30398674076.350000
600958.SH,20160829,20150630,29874296523.790000,-13126252.410000,14726077504.180000
600958.SH,20160429,20150331,-3222739010.720000,-339618869.700000,10342652471.520000
600958.SH,20160314,20141231,4988121472.100000,-654314331.620000,10263398298.000000
600958.SH,20151028,20140930,-4235794392.660000,-692599143.160000,9519235436.810000
600958.SH,20150829,20140630,-64889599.760000,-195692268.470000,2335195215.160000
600958.SH,20150425,20140331,-1065477692.640000,-159176345.620000,2479138924.990000
600958.SH,20150303,20131231,-4349594820.850000,-868152564.810000,6407346331.930000
600958.SH,20131015,20130630,-521382186.850000,70725447.570000,2065399304.560000
600958.SH,20150303,20121231,-1810796009.770000,-175891433.200000,-161507592.100000
600958.SH,20130121,20120630,-596315148.350000,-54081610.640000,-161507592.100000
600958.SH,20141209,20111231,-11987601724.530000,-631655837.090000,1086568219.820000
600958.SH,20131015,20101231,-1355741720.750000,-264973713.720000,2065401540.800000
600958.SH,20100427,20091231,11829553318.390000,-89834882.600000,-329383301.600000
600958.SH,20090429,20081231,-9817692850.470000,-47682017.560000,-658766603.200000
600958.SH,20080421,20071231,11581948167.050000,-67094688.090000,1064505188.960000
600958.SH,20070430,20061231,8462406714.400000,-135537765.650000,-953382944.470000
600958.SH,20090514,20051231,312061437.960000,-36358302.420000,886853360.770000
600958.SH,20050601,20041231,-1027873007.120000,-52554127.720000,-236619930.990000
600958.SH,20040428,20031231,-905174280.010000,100783863.480000,266611859.680000
600958.SH,20030904,20021231,-1139304955.210000,-516261588.340000,573904888.910000
